Ortholog	Type	Chr	Species	D_spp	dN	dS	dNdS
Pa_6_7270	NLR_HIC	6	pauciseta	0.018058	0.013127	0.027919	0.470200
Pa_6_7270	NLR_HIC	6	comata	NA	NA	NA	NA
Pa_6_7270	NLR_HIC	6	bellae-mahoneyi	0.032564	0.020849	0.060914	0.342278
Pa_6_7270	NLR_HIC	6	pseudoanserina	0.015986	0.012346	0.022896	0.539244
Pa_6_7270	NLR_HIC	6	pseudopauciseta	0.015690	0.010421	0.027954	0.372776
Pa_6_7270	NLR_HIC	6	pseudocomata	0.014210	0.011203	0.021533	0.520299
Pa_7_10370	NLR_HIC	7	pauciseta	0.021172	0.016744	0.022082	0.758272
Pa_7_10370	NLR_HIC	7	comata	0.040411	0.031285	0.045375	0.689493
Pa_7_10370	NLR_HIC	7	bellae-mahoneyi	0.064353	0.041232	0.041038	1.004716
Pa_7_10370	NLR_HIC	7	pseudoanserina	0.029176	0.022647	0.033590	0.674231
Pa_7_10370	NLR_HIC	7	pseudopauciseta	0.035828	0.029146	0.038913	0.748994
Pa_7_10370	NLR_HIC	7	pseudocomata	0.032533	0.027904	0.027349	1.020288
Pa_2_10340	NLR_HIC	2	pauciseta	0.037534	0.021020	0.076142	0.276061
Pa_2_10340	NLR_HIC	2	comata	0.031725	0.016350	0.070409	0.232219
Pa_2_10340	NLR_HIC	2	bellae-mahoneyi	0.037087	0.019106	0.081775	0.233647
Pa_2_10340	NLR_HIC	2	pseudoanserina	0.033065	0.018093	0.072427	0.249816
Pa_2_10340	NLR_HIC	2	pseudopauciseta	0.039321	0.023344	0.080076	0.291523
Pa_2_10340	NLR_HIC	2	pseudocomata	0.032172	0.018099	0.068550	0.264023
Pa_6_7950+Pa_6_7955	NLR_HIC	6	pauciseta	0.002120	0.001103	0.005515	0.199926
Pa_6_7950+Pa_6_7955	NLR_HIC	6	comata	0.044105	0.029038	0.077088	0.376693
Pa_6_7950+Pa_6_7955	NLR_HIC	6	bellae-mahoneyi	NA	NA	NA	NA
Pa_6_7950+Pa_6_7955	NLR_HIC	6	pseudoanserina	0.037320	0.028112	0.053325	0.527182
Pa_6_7950+Pa_6_7955	NLR_HIC	6	pseudopauciseta	0.039016	0.025886	0.060848	0.425416
Pa_6_7950+Pa_6_7955	NLR_HIC	6	pseudocomata	0.035623	0.022049	0.064358	0.342595
PaPnt1	NLR_HIC	5	pauciseta	0.000000	0.000000	0.000000	0.000000
PaPnt1	NLR_HIC	5	comata	0.056779	0.037445	0.061480	0.609054
PaPnt1	NLR_HIC	5	bellae-mahoneyi	0.065514	0.047668	0.097838	0.487208
PaPnt1	NLR_HIC	5	pseudoanserina	NA	NA	NA	NA
PaPnt1	NLR_HIC	5	pseudopauciseta	NA	NA	NA	NA
PaPnt1	NLR_HIC	5	pseudocomata	0.026730	0.021796	0.029557	0.737428
Pa_7_3550	NLR_HIC	7	pauciseta	0.000757	0.000491	0.001644	0.298984
Pa_7_3550	NLR_HIC	7	comata	0.042754	0.030022	0.045814	0.655305
Pa_7_3550	NLR_HIC	7	bellae-mahoneyi	0.029134	0.018693	0.052445	0.356435
Pa_7_3550	NLR_HIC	7	pseudoanserina	0.024991	0.015712	0.051127	0.307312
Pa_7_3550	NLR_HIC	7	pseudopauciseta	0.025350	0.015727	0.054247	0.289924
Pa_7_3550	NLR_HIC	7	pseudocomata	0.024603	0.017205	0.047645	0.361100
Pa_6_8850+Pa_6_8860	NLR_HIC	6	pauciseta	NA	NA	NA	NA
Pa_6_8850+Pa_6_8860	NLR_HIC	6	comata	0.016475	0.010009	0.029420	0.340219
Pa_6_8850+Pa_6_8860	NLR_HIC	6	bellae-mahoneyi	0.017241	0.014016	0.021230	0.660206
Pa_6_8850+Pa_6_8860	NLR_HIC	6	pseudoanserina	NA	NA	NA	NA
Pa_6_8850+Pa_6_8860	NLR_HIC	6	pseudopauciseta	NA	NA	NA	NA
Pa_6_8850+Pa_6_8860	NLR_HIC	6	pseudocomata	NA	NA	NA	NA
PaFnt1	NLR_HIC	3	pauciseta	0.045234	0.022694	0.092955	0.244145
PaFnt1	NLR_HIC	3	comata	0.061651	0.038453	0.064349	0.597569
PaFnt1	NLR_HIC	3	bellae-mahoneyi	0.047101	0.027416	0.091416	0.299900
PaFnt1	NLR_HIC	3	pseudoanserina	0.063665	0.034999	0.082101	0.426293
PaFnt1	NLR_HIC	3	pseudopauciseta	0.061077	0.037013	0.066372	0.557656
PaFnt1	NLR_HIC	3	pseudocomata	0.057453	0.031729	0.079617	0.398516
Pa_3_8170	NLR_HIC	3	pauciseta	0.022761	0.013521	0.037639	0.359228
Pa_3_8170	NLR_HIC	3	comata	0.226903	0.121377	0.188545	0.643752
Pa_3_8170	NLR_HIC	3	bellae-mahoneyi	0.222099	0.118707	0.188450	0.629911
Pa_3_8170	NLR_HIC	3	pseudoanserina	0.222838	0.095374	0.156185	0.610645
Pa_3_8170	NLR_HIC	3	pseudopauciseta	0.222469	0.109301	0.177757	0.614888
Pa_3_8170	NLR_HIC	3	pseudocomata	0.223947	0.095973	0.160151	0.599264
Pa_2_8310	NLR	2	pauciseta	0.012488	0.008122	0.024238	0.335075
Pa_2_8310	NLR	2	comata	0.029939	0.021661	0.046372	0.467121
Pa_2_8310	NLR	2	bellae-mahoneyi	0.029619	0.020815	0.045780	0.454661
Pa_2_8310	NLR	2	pseudoanserina	0.029779	0.021661	0.047064	0.460252
Pa_2_8310	NLR	2	pseudopauciseta	0.029299	0.020621	0.049129	0.419738
Pa_2_8310	NLR	2	pseudocomata	0.029459	0.022910	0.043609	0.525361
Pa_4_4680	NLR	4	pauciseta	0.019481	0.017090	0.026376	0.647939
Pa_4_4680	NLR	4	comata	0.023456	0.017418	0.028366	0.614043
Pa_4_4680	NLR	4	bellae-mahoneyi	0.028655	0.020592	0.050881	0.404705
Pa_4_4680	NLR	4	pseudoanserina	0.029466	0.027856	0.028413	0.980392
Pa_4_4680	NLR	4	pseudopauciseta	0.029487	0.027261	0.026501	1.028677
Pa_4_4680	NLR	4	pseudocomata	0.021944	0.019720	0.027406	0.719533
Pa_5_8530	NLR	5	pauciseta	0.009732	0.006008	0.021856	0.274882
Pa_5_8530	NLR	5	comata	0.016318	0.011664	0.027597	0.422641
Pa_5_8530	NLR	5	bellae-mahoneyi	0.016761	0.013779	0.025326	0.544073
Pa_5_8530	NLR	5	pseudoanserina	0.013788	0.008805	0.028675	0.307074
Pa_5_8530	NLR	5	pseudopauciseta	0.014328	0.009861	0.027533	0.358163
Pa_5_8530	NLR	5	pseudocomata	0.017843	0.012017	0.034496	0.348358
Pa_2_8450	NLR	2	pauciseta	0.015197	0.013576	0.017976	0.755220
Pa_2_8450	NLR	2	comata	0.019808	0.016289	0.029544	0.551332
Pa_2_8450	NLR	2	bellae-mahoneyi	0.019958	0.016671	0.030862	0.540186
Pa_2_8450	NLR	2	pseudoanserina	0.018214	0.013190	0.033362	0.395369
Pa_2_8450	NLR	2	pseudopauciseta	0.021156	0.015513	0.037251	0.416441
Pa_2_8450	NLR	2	pseudocomata	0.015793	0.011640	0.028217	0.412512
Pa_5_12630	NLR	5	pauciseta	0.000312	0.000000	0.001350	0.000000
Pa_5_12630	NLR	5	comata	0.020924	0.016651	0.029663	0.561336
Pa_5_12630	NLR	5	bellae-mahoneyi	0.029936	0.024347	0.040559	0.600298
Pa_5_12630	NLR	5	pseudoanserina	0.020661	0.006091	0.013492	0.451411
Pa_5_12630	NLR	5	pseudopauciseta	0.015923	0.011367	0.028353	0.400902
Pa_5_12630	NLR	5	pseudocomata	0.019086	0.015423	0.029723	0.518895
Pa_6_1090	NLR	6	pauciseta	0.008836	0.005505	0.020261	0.271700
Pa_6_1090	NLR	6	comata	0.008531	0.004916	0.020927	0.234900
Pa_6_1090	NLR	6	bellae-mahoneyi	0.010969	0.005309	0.029706	0.178712
Pa_6_1090	NLR	6	pseudoanserina	0.010360	0.006489	0.022947	0.282791
Pa_6_1090	NLR	6	pseudopauciseta	0.011121	0.007080	0.023609	0.299903
Pa_6_1090	NLR	6	pseudocomata	0.009750	0.006293	0.021590	0.291488
Pa_5_10920	NLR	5	pauciseta	0.017024	0.010307	0.037968	0.271453
Pa_5_10920	NLR	5	comata	0.021712	0.015785	0.037941	0.416043
Pa_5_10920	NLR	5	bellae-mahoneyi	NA	NA	NA	NA
Pa_5_10920	NLR	5	pseudoanserina	0.044740	0.023178	0.030634	0.756630
Pa_5_10920	NLR	5	pseudopauciseta	0.047984	0.025432	0.031690	0.802518
Pa_5_10920	NLR	5	pseudocomata	0.030868	0.022231	0.027392	0.811558
nwd4	NLR	5	pauciseta	0.013130	0.009965	0.022536	0.442178
nwd4	NLR	5	comata	0.015248	0.011066	0.027096	0.408379
nwd4	NLR	5	bellae-mahoneyi	0.031854	0.023238	0.032515	0.714663
nwd4	NLR	5	pseudoanserina	0.014286	0.000554	0.000901	0.614618
nwd4	NLR	5	pseudopauciseta	0.014286	0.000277	0.001800	0.153836
nwd4	NLR	5	pseudocomata	0.419472	0.211294	0.348071	0.607043
Pa_5_7640	NLR	5	pauciseta	0.000611	0.000533	0.000866	0.615624
Pa_5_7640	NLR	5	comata	NA	NA	NA	NA
Pa_5_7640	NLR	5	bellae-mahoneyi	0.015281	0.010120	0.029408	0.344139
Pa_5_7640	NLR	5	pseudoanserina	NA	NA	NA	NA
Pa_5_7640	NLR	5	pseudopauciseta	NA	NA	NA	NA
Pa_5_7640	NLR	5	pseudocomata	0.013040	0.006926	0.031119	0.222550
Pa_1_400	NLR	1	pauciseta	0.020154	0.017332	0.027968	0.619730
Pa_1_400	NLR	1	comata	0.027067	0.019348	0.018561	1.042380
Pa_1_400	NLR	1	bellae-mahoneyi	0.037705	0.024464	0.026018	0.940271
Pa_1_400	NLR	1	pseudoanserina	0.030958	0.025649	0.031628	0.810951
Pa_1_400	NLR	1	pseudopauciseta	0.032424	0.027133	0.034445	0.787716
Pa_1_400	NLR	1	pseudocomata	0.026059	0.024137	0.029763	0.810981
Pa_3_9600	NLR	3	pauciseta	0.008372	0.003548	0.024360	0.145666
Pa_3_9600	NLR	3	comata	0.012079	0.004814	0.035235	0.136620
Pa_3_9600	NLR	3	bellae-mahoneyi	0.017134	0.006340	0.051977	0.121978
Pa_3_9600	NLR	3	pseudoanserina	0.007983	0.002535	0.026032	0.097370
Pa_3_9600	NLR	3	pseudopauciseta	0.007788	0.002281	0.026025	0.087665
Pa_3_9600	NLR	3	pseudocomata	0.012266	0.004058	0.038558	0.105239
Pa_3_9890	NLR	3	pauciseta	0.023717	0.018358	0.016037	1.144697
Pa_3_9890	NLR	3	comata	0.026855	0.020880	0.029165	0.715928
Pa_3_9890	NLR	3	bellae-mahoneyi	0.028543	0.017798	0.024117	0.737990
Pa_3_9890	NLR	3	pseudoanserina	0.059561	0.012608	0.018182	0.693419
Pa_3_9890	NLR	3	pseudopauciseta	0.059783	0.012303	0.017160	0.716931
Pa_3_9890	NLR	3	pseudocomata	0.029549	0.007693	0.010076	0.763579
Pa_4_1040	NLR	4	pauciseta	0.004000	0.002495	0.008852	0.281907
Pa_4_1040	NLR	4	comata	0.000571	0.000249	0.001611	0.154913
Pa_4_1040	NLR	4	bellae-mahoneyi	0.024190	0.014962	0.046668	0.320608
Pa_4_1040	NLR	4	pseudoanserina	0.018095	0.011229	0.038627	0.290717
Pa_4_1040	NLR	4	pseudopauciseta	0.018857	0.011480	0.041030	0.279795
Pa_4_1040	NLR	4	pseudocomata	0.016190	0.009732	0.036217	0.268705
Pa_1_7130	NLR	1	pauciseta	0.011057	0.006316	0.026807	0.235606
Pa_1_7130	NLR	1	comata	0.010521	0.006668	0.020967	0.318019
Pa_1_7130	NLR	1	bellae-mahoneyi	0.022690	0.020350	0.027977	0.727360
Pa_1_7130	NLR	1	pseudoanserina	0.020402	0.017543	0.020983	0.836046
Pa_1_7130	NLR	1	pseudopauciseta	0.022672	0.021709	0.024476	0.886955
Pa_1_7130	NLR	1	pseudocomata	0.018054	0.011928	0.029155	0.409121
Pa_5_640+Pa_5_630	NLR	5	pauciseta	0.011706	0.005029	0.033575	0.149785
Pa_5_640+Pa_5_630	NLR	5	comata	0.009755	0.005391	0.024829	0.217116
Pa_5_640+Pa_5_630	NLR	5	bellae-mahoneyi	0.015329	0.007183	0.043541	0.164981
Pa_5_640+Pa_5_630	NLR	5	pseudoanserina	0.013657	0.009340	0.027358	0.341392
Pa_5_640+Pa_5_630	NLR	5	pseudopauciseta	0.013378	0.010054	0.023656	0.425021
Pa_5_640+Pa_5_630	NLR	5	pseudocomata	0.014214	0.007904	0.034804	0.227091
Pa_7_5020	NLR	7	pauciseta	0.012747	0.005338	0.036372	0.146773
Pa_7_5020	NLR	7	comata	0.013384	0.005748	0.039188	0.146684
Pa_7_5020	NLR	7	bellae-mahoneyi	0.015934	0.006156	0.049054	0.125502
Pa_7_5020	NLR	7	pseudoanserina	0.016571	0.009024	0.037921	0.237961
Pa_7_5020	NLR	7	pseudopauciseta	0.016890	0.008615	0.040711	0.211607
Pa_7_5020	NLR	7	pseudocomata	0.014978	0.006155	0.043478	0.141568
Pa_5_11700	NLR	5	pauciseta	0.017795	0.012411	0.030270	0.410020
Pa_5_11700	NLR	5	comata	0.022561	0.015874	0.043815	0.362299
Pa_5_11700	NLR	5	bellae-mahoneyi	0.025103	0.017549	0.046440	0.377883
Pa_5_11700	NLR	5	pseudoanserina	0.021926	0.015457	0.041150	0.375633
Pa_5_11700	NLR	5	pseudopauciseta	0.023197	0.017541	0.039858	0.440095
Pa_5_11700	NLR	5	pseudocomata	0.021608	0.015876	0.037160	0.427243
Pa_1_10530	NLR	1	pauciseta	0.014554	0.014828	0.010850	1.366675
Pa_1_10530	NLR	1	comata	0.020656	0.017170	0.029837	0.575442
Pa_1_10530	NLR	1	bellae-mahoneyi	0.023288	0.019501	0.019022	1.025184
Pa_1_10530	NLR	1	pseudoanserina	0.017618	0.016391	0.021690	0.755708
Pa_1_10530	NLR	1	pseudopauciseta	0.017629	0.014826	0.024423	0.607058
Pa_1_10530	NLR	1	pseudocomata	0.028624	0.028865	0.019013	1.518157
Pa_2_10310	NLR	2	pauciseta	0.011219	0.008351	0.020056	0.416377
Pa_2_10310	NLR	2	comata	0.015457	0.008677	0.035582	0.243860
Pa_2_10310	NLR	2	bellae-mahoneyi	0.017701	0.009955	0.041256	0.241285
Pa_2_10310	NLR	2	pseudoanserina	0.017203	0.009951	0.040186	0.247631
Pa_2_10310	NLR	2	pseudopauciseta	0.016209	0.008671	0.039004	0.222319
Pa_2_10310	NLR	2	pseudocomata	0.013716	0.006748	0.034483	0.195694
Pa_6_2410+Pa_6_2405	NLR	6	pauciseta	0.011218	0.005825	0.024580	0.236978
Pa_6_2410+Pa_6_2405	NLR	6	comata	0.018005	0.013038	0.023056	0.565501
Pa_6_2410+Pa_6_2405	NLR	6	bellae-mahoneyi	0.026875	0.019555	0.037381	0.523120
Pa_6_2410+Pa_6_2405	NLR	6	pseudoanserina	0.011418	0.005601	0.026215	0.213648
Pa_6_2410+Pa_6_2405	NLR	6	pseudopauciseta	0.012620	0.005835	0.030163	0.193465
Pa_6_2410+Pa_6_2405	NLR	6	pseudocomata	0.014827	0.009783	0.025404	0.385088
Pa_4_6095+Pa_4_6090	NLR	4	pauciseta	0.021752	0.012093	0.014063	0.859948
Pa_4_6095+Pa_4_6090	NLR	4	comata	0.029666	0.024175	0.021909	1.103407
Pa_4_6095+Pa_4_6090	NLR	4	bellae-mahoneyi	0.029401	0.022157	0.040519	0.546830
Pa_4_6095+Pa_4_6090	NLR	4	pseudoanserina	0.037441	0.015305	0.012503	1.224076
Pa_4_6095+Pa_4_6090	NLR	4	pseudopauciseta	0.038222	0.015798	0.010975	1.439502
Pa_4_6095+Pa_4_6090	NLR	4	pseudocomata	0.020459	0.011158	0.012516	0.891515
Pa_7_3660	NLR	7	pauciseta	0.012994	0.008085	0.028089	0.287829
Pa_7_3660	NLR	7	comata	0.028950	0.017278	0.041472	0.416629
Pa_7_3660	NLR	7	bellae-mahoneyi	0.029809	0.020911	0.034139	0.612519
Pa_7_3660	NLR	7	pseudoanserina	0.021416	0.018021	0.030451	0.591821
Pa_7_3660	NLR	7	pseudopauciseta	0.023190	0.017662	0.037698	0.468523
Pa_7_3660	NLR	7	pseudocomata	0.014019	0.004045	0.008528	0.474366
Pa_5_10133+Pa_5_10134	NLR	5	pauciseta	0.015072	0.012697	0.017300	0.733951
Pa_5_10133+Pa_5_10134	NLR	5	comata	0.023523	0.014071	0.015752	0.893252
Pa_5_10133+Pa_5_10134	NLR	5	bellae-mahoneyi	NA	NA	NA	NA
Pa_5_10133+Pa_5_10134	NLR	5	pseudoanserina	0.035583	0.028578	0.045562	0.627236
Pa_5_10133+Pa_5_10134	NLR	5	pseudopauciseta	0.037064	0.029950	0.048640	0.615748
Pa_5_10133+Pa_5_10134	NLR	5	pseudocomata	0.031269	0.015879	0.018932	0.838721
Pa_1_15280+Pa_1_15290	NLR	1	pauciseta	0.012362	0.006953	0.029656	0.234452
Pa_1_15280+Pa_1_15290	NLR	1	comata	0.012137	0.006953	0.027738	0.250673
Pa_1_15280+Pa_1_15290	NLR	1	bellae-mahoneyi	0.016038	0.008068	0.040134	0.201025
Pa_1_15280+Pa_1_15290	NLR	1	pseudoanserina	0.014006	0.007673	0.035182	0.218083
Pa_1_15280+Pa_1_15290	NLR	1	pseudopauciseta	0.014719	0.007786	0.038290	0.203337
Pa_1_15280+Pa_1_15290	NLR	1	pseudocomata	0.013575	0.006378	0.037255	0.171197
Pa_5_8000	NLR	5	pauciseta	0.000617	0.000000	0.002792	0.000000
Pa_5_8000	NLR	5	comata	0.016975	0.013479	0.027875	0.483548
Pa_5_8000	NLR	5	bellae-mahoneyi	0.036290	0.006734	0.009786	0.688106
Pa_5_8000	NLR	5	pseudoanserina	0.014198	0.009105	0.028018	0.324962
Pa_5_8000	NLR	5	pseudopauciseta	0.009877	0.007130	0.016775	0.425007
Pa_5_8000	NLR	5	pseudocomata	0.008951	0.005152	0.022331	0.230694
Pa_5_340	NLR	5	pauciseta	0.014327	0.012238	0.013344	0.917098
Pa_5_340	NLR	5	comata	NA	NA	NA	NA
Pa_5_340	NLR	5	bellae-mahoneyi	NA	NA	NA	NA
Pa_5_340	NLR	5	pseudoanserina	NA	NA	NA	NA
Pa_5_340	NLR	5	pseudopauciseta	NA	NA	NA	NA
Pa_5_340	NLR	5	pseudocomata	NA	NA	NA	NA
Pa_5_12660	NLR	5	pauciseta	0.005812	0.004162	0.011281	0.368925
Pa_5_12660	NLR	5	comata	0.020361	0.013242	0.038855	0.340796
Pa_5_12660	NLR	5	bellae-mahoneyi	NA	NA	NA	NA
Pa_5_12660	NLR	5	pseudoanserina	0.024993	0.015882	0.050220	0.316251
Pa_5_12660	NLR	5	pseudopauciseta	0.025283	0.015887	0.051421	0.308957
Pa_5_12660	NLR	5	pseudocomata	NA	NA	NA	NA
Pa_5_7560	NLR	5	pauciseta	NA	NA	NA	NA
Pa_5_7560	NLR	5	comata	0.010832	0.007362	0.021330	0.345135
Pa_5_7560	NLR	5	bellae-mahoneyi	NA	NA	NA	NA
Pa_5_7560	NLR	5	pseudoanserina	NA	NA	NA	NA
Pa_5_7560	NLR	5	pseudopauciseta	NA	NA	NA	NA
Pa_5_7560	NLR	5	pseudocomata	NA	NA	NA	NA
Pa_1_11370	NLR	1	pauciseta	0.015465	0.013836	0.018815	0.735369
Pa_1_11370	NLR	1	comata	0.017369	0.012303	0.032365	0.380145
Pa_1_11370	NLR	1	bellae-mahoneyi	0.021521	0.017519	0.031403	0.557873
Pa_1_11370	NLR	1	pseudoanserina	0.018847	0.012599	0.028018	0.449661
Pa_1_11370	NLR	1	pseudopauciseta	0.029707	0.014153	0.024063	0.588175
Pa_1_11370	NLR	1	pseudocomata	0.018087	0.014134	0.028292	0.499560
Pa_2_4490+Pa_2_4500	NLR	2	pauciseta	0.008835	0.006945	0.014032	0.494917
Pa_2_4490+Pa_2_4500	NLR	2	comata	NA	NA	NA	NA
Pa_2_4490+Pa_2_4500	NLR	2	bellae-mahoneyi	NA	NA	NA	NA
Pa_2_4490+Pa_2_4500	NLR	2	pseudoanserina	0.142551	0.069562	0.265889	0.261621
Pa_2_4490+Pa_2_4500	NLR	2	pseudopauciseta	0.142283	0.069892	0.266096	0.262658
Pa_2_4490+Pa_2_4500	NLR	2	pseudocomata	0.141211	0.066105	0.275165	0.240238
Pa_5_8190+Pa_5_8200	NLR	5	pauciseta	0.008165	0.003774	0.021327	0.176976
Pa_5_8190+Pa_5_8200	NLR	5	comata	0.021854	0.009080	0.046543	0.195099
Pa_5_8190+Pa_5_8200	NLR	5	bellae-mahoneyi	0.025475	0.012843	0.050531	0.254155
Pa_5_8190+Pa_5_8200	NLR	5	pseudoanserina	0.009366	0.005658	0.020353	0.277997
Pa_5_8190+Pa_5_8200	NLR	5	pseudopauciseta	0.011287	0.006285	0.026477	0.237393
Pa_5_8190+Pa_5_8200	NLR	5	pseudocomata	0.008165	0.004089	0.020311	0.201311
PaPlp1	NLR	1	pauciseta	0.009152	0.004948	0.023792	0.207985
PaPlp1	NLR	1	comata	0.136727	0.074436	0.203372	0.366011
PaPlp1	NLR	1	bellae-mahoneyi	0.138182	0.075382	0.203189	0.370995
PaPlp1	NLR	1	pseudoanserina	0.136242	0.073156	0.204889	0.357051
PaPlp1	NLR	1	pseudopauciseta	0.013247	0.004956	0.038989	0.127102
PaPlp1	NLR	1	pseudocomata	0.010838	0.005549	0.029058	0.190961
