Ortholog	Species	Method	Ka	Ks	KaKs	p_val	Length	S_Sites	N_Sites	Fold_Sites	Substitutions	S_Substitutions	N_Substitutions	Fold_S_Substitutions	Fold_N_Substitutions	Divergence_Time	Substitution_Rate_Ratio	GC	ML_Score	AICc	Akaike_Weight	Model
Pa_5_7040	comata	MA	0.0010237	0.0417349	0.0245286	0	1152	180.412	971.588	NA	8	7.06654	0.933464	NA	NA	0.00739936	12.2797:17.5275:20.4429:20.9679:0.01:1	0.279221(0.257143:0.206494:0.374026)	-1504.36	NA	NA	NA
Pa_5_8380	bellae-mahoneyi	MA	0.00141519	0.0409568	0.0345533	3.54273e-23	5874	858.042	5015.96	NA	40	33.2781	6.72191	NA	NA	0.00719121	1.9694:5.73458:1.04424:1.04979:0.226805:1	0.282594(0.265681:0.196073:0.386028)	-7822.15	NA	NA	NA
Pa_5_8380	pseudoanserina	MA	0.00122311	0.0359896	0.0339852	2.02575e-21	5874	968.958	4905.04	NA	38	32.4221	5.57788	NA	NA	0.00695809	1.54892:2.28458:0.919329:0.914396:0.674624:1	0.282849(0.266446:0.196073:0.386028)	-7812.05	NA	NA	NA
Pa_5_8380	pauciseta	MA	NA	NA	NA	NA	5880	576.957	5303.04	NA	0	NA	NA	NA	NA	NA	0.01:0.01:0.155461:0.155461:0.01:1	0.283784(0.267211:0.196328:0.387812)	-7590.95	NA	NA	NA
Pa_5_8380	pseudopauciseta	MA	0.00105369	0.0470456	0.0223972	3.90127e-30	5874	988.891	4885.11	NA	48	43.2182	4.78175	NA	NA	0.00879645	2.0452:3.18924:1.25956:1.26063:0.585692:1	0.282169(0.266446:0.196073:0.383988)	-7859.69	NA	NA	NA
Pa_5_8380	pseudocomata	MA	0.00203671	0.0622473	0.0327197	1.10164e-35	5874	982.734	4891.27	NA	66	56.757	9.24301	NA	NA	0.0121101	2.0119:3.56876:0.855163:0.762703:0.268966:1	0.281914(0.265426:0.196073:0.384243)	-7942.3	NA	NA	NA
Pa_5_8380	comata	MA	0.00300833	0.0393715	0.0764087	7.28697e-17	5874	788.025	5085.97	NA	44	29.4679	14.5321	NA	NA	0.00788662	0.961037:3.38327:0.249634:0.36386:0.733166:1	0.256077(0.243753:0.18307:0.341407)	-7866.75	NA	NA	NA
Pa_6_10690	bellae-mahoneyi	MA	0.0142484	0.0433976	0.328323	0.0015786	1584	386.683	1197.32	NA	33	16.3641	16.6359	NA	NA	0.0213643	3.13672:3.4464:2.12001:2.10565:0.869862:1	0.270329(0.263501:0.214153:0.333333)	-2268.11	NA	NA	NA
Pa_6_10690	pseudocomata	MA	0.0160499	0.0216118	0.742647	0.49142	1581	372.36	1208.64	NA	27	7.91661	19.0834	NA	NA	0.0173599	4.2173:3.58701:3.37183:3.37274:2.4655:1	0.270329(0.269088:0.206704:0.335196)	-2246.34	NA	NA	NA
Pa_6_10690	pseudoanserina	MA	0.00755756	0.0479745	0.157533	3.73248e-06	1587	363.422	1223.58	NA	26	16.9892	9.01082	NA	NA	0.016813	3.81555:3.8119:3.59954:3.53372:2.64435:1	0.269708(0.266294:0.211359:0.331471)	-2228.83	NA	NA	NA
Pa_6_10690	pauciseta	MA	0.00773243	0.0325838	0.237309	0.000833682	1578	369.414	1208.59	NA	21	11.8218	9.17824	NA	NA	0.0135502	1.7852:2.01482:1.21431:1.19871:1.11366:1	0.268156(0.264432:0.211359:0.328678)	-2200.16	NA	NA	NA
Pa_6_10690	pseudopauciseta	MA	0.00840003	0.0419414	0.20028	6.6902e-05	1587	364.808	1222.19	NA	25	14.9612	10.0388	NA	NA	0.0161103	3.75137:3.80171:3.5537:3.49598:2.55845:1	0.269398(0.267225:0.210428:0.33054)	-2227.54	NA	NA	NA
Pa_6_10690	comata	MA	0.00960194	0.0235259	0.408143	0.0242071	1587	365.871	1221.13	NA	20	8.46663	11.5334	NA	NA	0.012812	12.987:13.905:14.0488:13.3004:6.43617:1	0.252017(0.253259:0.197393:0.3054)	-2208.44	NA	NA	NA
Pa_6_10850	bellae-mahoneyi	MA	0.00761025	0.0281295	0.270544	0.000214342	2400	564.402	1835.6	NA	29	15.4265	13.5735	NA	NA	0.0124357	2.73739:2.45884:2.68787:2.68657:1.52649:1	0.26571(0.266542:0.221598:0.308989)	-3386.89	NA	NA	NA
Pa_6_10850	pseudoanserina	MA	0.00806366	0.0394182	0.204567	1.23222e-06	2400	592.768	1807.23	NA	37	22.7877	14.2123	NA	NA	0.0158078	14.0416:18.455:11.534:12.2713:0.641967:1	0.263421(0.266542:0.219725:0.303995)	-3332.8	NA	NA	NA
Pa_6_10850	pauciseta	MA	0.00723576	0.0331448	0.218308	4.62502e-06	2400	586.099	1813.9	NA	32	19.0972	12.9028	NA	NA	0.013563	5.1532:5.47955:4.94053:5.15063:0.836939:1	0.266542(0.271536:0.220974:0.307116)	-3315.22	NA	NA	NA
Pa_6_10850	pseudopauciseta	MA	0.00750061	0.0483779	0.155042	3.94441e-09	2400	595.147	1804.85	NA	41	27.8877	13.1123	NA	NA	0.0176373	15.0116:20.1673:11.8385:12.6638:0.609296:1	0.263005(0.265918:0.220974:0.302122)	-3345.45	NA	NA	NA
Pa_6_10850	pseudocomata	MA	0.00687232	0.0268119	0.256316	0.000318181	2400	566.146	1833.85	NA	27	14.752	12.248	NA	NA	0.0115759	10.0126:11.5418:10.6237:10.6349:1.59028:1	0.264669(0.267166:0.220974:0.305868)	-3375.5	NA	NA	NA
Pa_6_10850	comata	MA	0.0050432	0.0272222	0.185261	8.687e-06	2400	568.826	1831.17	NA	24	15.0339	8.96612	NA	NA	0.0102999	8.17132:8.9204:8.96777:9.06062:0.866018:1	0.253641(0.259675:0.212235:0.289014)	-3356.63	NA	NA	NA
Pa_6_1210	bellae-mahoneyi	MA	0.00244493	0.0342216	0.0714442	5.33595e-09	2619	503.401	2115.6	NA	22	16.9198	5.0802	NA	NA	0.00855276	1.03062:1.43593:0.660398:0.669243:0.410839:1	0.282037(0.261442:0.228833:0.355835)	-3514.86	NA	NA	NA
Pa_6_1210	pseudoanserina	MA	0.000507976	0.0384616	0.0132074	2.12862e-13	2619	536.348	2082.65	NA	21	19.9756	1.02444	NA	NA	0.00828054	3.82596:6.45363:1.49095:1.49095:0.677711:1	0.281274(0.262014:0.228261:0.353547)	-3496.51	NA	NA	NA
Pa_6_1210	pauciseta	MA	0.00139577	0.0442003	0.0315783	2.53067e-14	2619	469.259	2149.74	NA	23	20.0932	2.90677	NA	NA	0.00906528	0.782336:3.66807:0.707524:0.586147:2.62993:1	0.281465(0.26087:0.227689:0.355835)	-3509.27	NA	NA	NA
Pa_6_1210	pseudopauciseta	MA	0.000504136	0.0383827	0.0131345	2.17275e-13	2619	536.896	2082.1	NA	21	19.9822	1.01781	NA	NA	0.00826926	4.00552:5.97246:1.87213:1.90129:0.559413:1	0.281846(0.263158:0.228261:0.354119)	-3498.69	NA	NA	NA
Pa_6_1210	pseudocomata	MA	0.00192657	0.0281193	0.0685142	8.24168e-09	2619	509.291	2109.71	NA	18	14.0207	3.9793	NA	NA	0.00702	2.66031:6.3351:1.01107:1.05999:0.843241:1	0.282418(0.262014:0.227689:0.357551)	-3486.05	NA	NA	NA
Pa_6_1210	comata	MA	0.000955434	0.033224	0.0287574	5.47296e-12	2619	492.944	2126.06	NA	18	16.0138	1.98619	NA	NA	0.00702897	1.74325:3.27033:1.59948:1.12212:0.790231:1	0.281655(0.262014:0.228261:0.354691)	-3486.5	NA	NA	NA
Pa_6_2760	bellae-mahoneyi	MA	0.0104277	0.0185645	0.561703	0.228863	1137	321.78	815.22	NA	14	5.77783	8.22217	NA	NA	0.0127305	13.9283:9.6321:10.7026:9.75563:7.06242:1	0.280702(0.313158:0.239474:0.289474)	-1587.45	NA	NA	NA
Pa_6_2760	pseudoanserina	MA	0.0129102	0.0289233	0.446359	0.0669927	1137	315.436	821.564	NA	19	8.78588	10.2141	NA	NA	0.0173527	9.73932:8.40305:8.05256:8.02371:0.965361:1	0.278947(0.311842:0.239474:0.285526)	-1612.05	NA	NA	NA
Pa_6_2760	pauciseta	MA	0.0075661	0.027429	0.275843	0.0134905	1137	298.492	838.508	NA	14	7.88785	6.11215	NA	NA	0.0127806	11.4153:9.68388:12.035:11.089:8.90994:1	0.281579(0.317105:0.240789:0.286842)	-1586.3	NA	NA	NA
Pa_6_2760	pseudopauciseta	MA	0.0165142	0.0301979	0.546864	0.135633	1137	294.371	842.629	NA	22	8.57572	13.4243	NA	NA	0.0200569	9.80977:10.0318:10.5284:10.3963:2.18676:1	0.27807(0.309211:0.238158:0.286842)	-1628.13	NA	NA	NA
Pa_6_2760	pseudocomata	MA	0.00852709	0.0362959	0.234932	0.00298239	1137	285.392	851.608	NA	17	9.9939	7.0061	NA	NA	0.0154972	17.4455:21.1504:20.7983:20.6989:4.92724:1	0.280702(0.314474:0.240789:0.286842)	-1599.53	NA	NA	NA
Pa_6_2760	comata	MA	0.0104671	0.0289844	0.361128	0.0200298	1137	307.446	829.554	NA	17	8.61021	8.38979	NA	NA	0.0154742	25.8858:25.7713:23.0888:22.6204:4.91892:1	0.255263(0.284211:0.221053:0.260526)	-1599.13	NA	NA	NA
Pa_6_3070	bellae-mahoneyi	MA	0.00467277	0.0345134	0.13539	2.88902e-07	2082	516.751	1565.25	NA	24	17.0201	6.97991	NA	NA	0.0120792	1.81736:2.15058:1.22334:1.20808:1.2252:1	0.264847(0.301006:0.190374:0.303161)	-2892.98	NA	NA	NA
Pa_6_3070	pseudoanserina	MA	0.00407421	0.0204966	0.198775	0.00120629	2046	495.47	1550.53	NA	16	9.86407	6.13593	NA	NA	0.00805115	2.11536:3.48983:1.57692:1.30751:2.52891:1	0.260536(0.293103:0.191092:0.297414)	-2816.07	NA	NA	NA
Pa_6_3070	pauciseta	MA	0.00369787	0.0271163	0.136371	6.60446e-06	2085	547.541	1537.46	NA	20	14.4621	5.53785	NA	NA	0.00984776	3.79887:4.89342:2.07821:2.07821:0.977708:1	0.265086(0.301724:0.190374:0.303161)	-2873.23	NA	NA	NA
Pa_6_3070	pseudopauciseta	MA	0.00615574	0.0232143	0.265171	0.00148322	2085	517.187	1567.81	NA	21	11.6418	9.3582	NA	NA	0.0103871	2.87532:3.9539:2.05971:2.01706:2.38068:1	0.264847(0.301006:0.190374:0.303161)	-2887.09	NA	NA	NA
Pa_6_3070	pseudocomata	MA	0.00581396	0.029267	0.198653	0.000131308	2085	491.274	1593.73	NA	23	13.9865	9.0135	NA	NA	0.01134	2.25355:6.41863:1.24368:0.683704:4.40816:1	0.266044(0.301724:0.19181:0.304598)	-2889.33	NA	NA	NA
Pa_6_3070	comata	MA	0.00251959	0.0172478	0.146082	0.00132786	2085	470.878	1614.12	NA	12	7.99598	4.00402	NA	NA	0.00584582	1.0493:4.13391:0.327167:0.327167:1.95514:1	0.232998(0.261494:0.175287:0.262213)	-2829.41	NA	NA	NA
Pa_6_3220	bellae-mahoneyi	MA	0.00673053	0.00823652	0.817157	0.630496	1140	327.764	812.236	NA	8	2.64462	5.35538	NA	NA	0.00716352	20.7012:19.0114:22.5454:22.8777:0.01:1	0.276903(0.293963:0.249344:0.287402)	-1604.39	NA	NA	NA
Pa_6_3220	pseudoanserina	MA	0.00690171	0.0366044	0.188549	0.000381559	1140	327.509	812.491	NA	17	11.5823	5.4177	NA	NA	0.0154349	6.97426:7.35558:7.57356:7.46192:1.78076:1	0.274716(0.292651:0.250656:0.28084)	-1648.94	NA	NA	NA
Pa_6_3220	pauciseta	MA	0.00667104	0.0115477	0.577695	0.412817	1140	327.576	812.424	NA	9	3.69952	5.30048	NA	NA	0.00807233	20.9525:19.4588:23.3512:24.3876:0.01:1	0.276903(0.296588:0.249344:0.284777)	-1609.64	NA	NA	NA
Pa_6_3220	pseudopauciseta	MA	0.00686052	0.0334905	0.20485	0.000954577	1140	326.958	813.042	NA	16	10.6003	5.39974	NA	NA	0.0144981	6.62687:6.68292:7.15235:7.04351:1.81412:1	0.275153(0.292651:0.250656:0.282152)	-1644.64	NA	NA	NA
Pa_6_3220	pseudocomata	MA	0.00931911	0.0142621	0.653418	0.512755	1140	340.268	799.732	NA	12	4.73237	7.26763	NA	NA	0.0107945	7.04917:5.28236:4.59659:4.85798:0.01:1	0.276465(0.293963:0.250656:0.284777)	-1625.88	NA	NA	NA
Pa_6_3220	comata	MA	0.00823174	0.0196698	0.418497	0.115874	1140	346.837	793.163	NA	13	6.6427	6.3573	NA	NA	0.0117117	10.421:8.46117:5.71199:5.80111:0.01:1	0.269029(0.286089:0.245407:0.275591)	-1629.58	NA	NA	NA
Pa_6_3340	bellae-mahoneyi	MA	0.00283003	0.0177842	0.159131	0.000131189	2091	651.761	1439.24	NA	15	11.0996	3.90039	NA	NA	0.00749123	3.61137:0.0501623:0.0458181:0.0458181:1.29887:1	0.28319(0.262894:0.244986:0.341691)	-2874.5	NA	NA	NA
Pa_6_3340	pseudoanserina	MA	0.00415404	0.0445451	0.0932546	1.47321e-09	2091	533.213	1557.79	NA	29	22.7908	6.20922	NA	NA	0.0144539	3.91524:3.37427:1.95179:1.96182:0.300847:1	0.281041(0.262894:0.243553:0.336676)	-2953	NA	NA	NA
Pa_6_3340	pauciseta	MA	0.00510405	0.0209745	0.243346	0.0012603	2091	629.577	1461.42	NA	20	12.7806	7.21941	NA	NA	0.00988247	17.9015:7.57462:3.22996:2.61486:0.0182693:1	0.283668(0.262894:0.244986:0.343123)	-2904.09	NA	NA	NA
Pa_6_3340	pseudopauciseta	MA	0.00558606	0.0363762	0.153564	1.91186e-07	2091	605.763	1485.24	NA	29	21.0677	7.93229	NA	NA	0.014506	6.25317:2.95069:1.16634:1.25389:0.31859:1	0.280325(0.262894:0.242837:0.335244)	-2952.63	NA	NA	NA
Pa_6_3340	pseudocomata	MA	0.00272797	0.0349206	0.0781192	4.45232e-08	2091	535.144	1555.86	NA	22	17.9281	4.07185	NA	NA	0.0109669	4.02717:2.83646:2.14446:2.12573:0.782664:1	0.282235(0.262894:0.244986:0.338825)	-2918.89	NA	NA	NA
Pa_6_3340	comata	MA	0.00439682	0.0233039	0.188673	0.00017696	2088	609.765	1478.24	NA	20	13.7231	6.27687	NA	NA	0.00991833	16.3034:7.58392:3.85136:3.30817:0.527389:1	0.271012(0.260029:0.227794:0.325215)	-2901.24	NA	NA	NA
Pa_6_4130	bellae-mahoneyi	MA	0.00893972	0.0354883	0.251906	0.000976767	1413	368.176	1044.82	NA	22	12.829	9.17102	NA	NA	0.0158573	2.35662:2.35604:2.15464:2.23221:0.625743:1	0.262712(0.260593:0.242585:0.284958)	-2012.18	NA	NA	NA
Pa_6_4130	pseudoanserina	MA	0.0100054	0.0396782	0.252164	0.000449494	1413	352.116	1060.88	NA	24	13.6384	10.3616	NA	NA	0.0173998	14.0661:12.33:14.8019:14.071:9.90211:1	0.263065(0.260593:0.243644:0.284958)	-2019.02	NA	NA	NA
Pa_6_4130	pauciseta	MA	0.00556646	0.0178059	0.31262	0.0224974	1413	440.223	972.777	NA	13	7.68863	5.31137	NA	NA	0.00937966	22.4874:3.89626:6.18038:6.09214:0.565976:1	0.264124(0.260593:0.243644:0.288136)	-1952.3	NA	NA	NA
Pa_6_4130	pseudopauciseta	MA	0.0111251	0.0424895	0.261831	0.000300801	1413	349.502	1063.5	NA	26	14.4708	11.5292	NA	NA	0.018883	14.6017:14.0226:16.5161:15.9378:9.43529:1	0.262359(0.259534:0.243644:0.283898)	-2027.87	NA	NA	NA
Pa_6_4130	pseudocomata	MA	0.00680021	0.0182673	0.372262	0.022941	1413	403.675	1009.33	NA	14	7.25094	6.74906	NA	NA	0.0100762	28.0823:15.5363:13.2376:12.5657:2.34423:1	0.262712(0.259534:0.240466:0.288136)	-1960.92	NA	NA	NA
Pa_6_4130	comata	MA	0.00462389	0.0226244	0.204376	0.00181607	1413	430.768	982.232	NA	14	9.5497	4.4503	NA	NA	0.0101115	5.96182:1.19556:1.33119:1.31868:1.01092:1	0.225989(0.212924:0.213983:0.251059)	-1962.11	NA	NA	NA
Pa_6_4250	bellae-mahoneyi	MA	0.0077806	0.025179	0.309011	0.000685102	2664	677.217	1986.78	NA	32	16.7841	15.2159	NA	NA	0.0122035	6.50022:6.45483:5.69865:5.71649:1.5625:1	0.283648(0.270857:0.250278:0.329811)	-3697.69	NA	NA	NA
Pa_6_4250	pseudoanserina	MA	0.0084527	0.0279343	0.302592	0.00038706	2679	717.643	1961.36	NA	36	19.7044	16.2956	NA	NA	0.0136714	3.63985:4.90617:1.78857:1.87722:0.255365:1	0.28439(0.272525:0.25139:0.329255)	-3742.53	NA	NA	NA
Pa_6_4250	pauciseta	MA	0.00802588	0.0222918	0.360038	0.00281431	2676	694.584	1981.42	NA	31	15.293	15.707	NA	NA	0.0117287	4.19469:4.17919:3.10194:3.23896:0.389416:1	0.285502(0.27475:0.250278:0.331479)	-3714.31	NA	NA	NA
Pa_6_4250	pseudopauciseta	MA	0.00966313	0.0304455	0.317391	0.000180585	2679	716.231	1962.77	NA	40	21.3929	18.6071	NA	NA	0.0152193	4.83915:6.26756:2.68917:2.86305:0.329034:1	0.283834(0.271413:0.250834:0.329255)	-3761.37	NA	NA	NA
Pa_6_4250	pseudocomata	MA	0.007677	0.027598	0.278173	0.000176091	2691	696.191	1994.81	NA	34	18.9199	15.0801	NA	NA	0.0128308	5.29642:5.2406:4.43645:4.74165:0.134251:1	0.287542(0.278087:0.251947:0.332592)	-3741.99	NA	NA	NA
Pa_6_4250	comata	MA	0.00645475	0.0222446	0.290172	0.00048398	2676	701.475	1974.53	NA	28	15.4119	12.5881	NA	NA	0.0105938	4.28859:4.03977:3.07771:3.21217:0.283175:1	0.243419(0.234705:0.212458:0.283092)	-3698.77	NA	NA	NA
Pa_6_5720	bellae-mahoneyi	MA	0.00285856	0.0232573	0.12291	5.61429e-07	3069	842.922	2226.08	NA	25	18.8737	6.12629	NA	NA	0.00846122	5.39025:3.97653:2.14354:2.04251:0.343453:1	0.292155(0.289551:0.254395:0.33252)	-4262.51	NA	NA	NA
Pa_6_5720	pseudoanserina	MA	0.00248082	0.0308202	0.0804935	1.90818e-10	3069	836.304	2232.7	NA	30	24.6935	5.30651	NA	NA	0.0102033	9.0146:7.31397:4.16115:4.27183:0.01:1	0.293294(0.291016:0.254883:0.333984)	-4280.56	NA	NA	NA
Pa_6_5720	pauciseta	MA	0.00196945	0.0194061	0.101486	1.41978e-06	3069	843.167	2225.83	NA	20	15.774	4.22597	NA	NA	0.00675995	5.31583:3.85575:2.02579:2.02579:0.279661:1	0.29362(0.290527:0.255371:0.334961)	-4236.05	NA	NA	NA
Pa_6_5720	pseudopauciseta	MA	0.00294269	0.0271835	0.108253	1.69167e-08	3069	829.735	2239.26	NA	28	21.6693	6.33067	NA	NA	0.00949645	7.1331:5.48009:3.56695:3.78773:0.01:1	0.293132(0.290527:0.254883:0.333984)	-4275.2	NA	NA	NA
Pa_6_5720	pseudocomata	MA	0.00146475	0.0272642	0.0537244	1.68439e-10	3069	814.775	2254.22	NA	25	21.7649	3.2351	NA	NA	0.00831412	4.47044:4.20331:2.18829:2.21813:0.01:1	0.292318(0.289551:0.253906:0.333496)	-4153.08	NA	NA	NA
Pa_6_5720	comata	MA	0.00191685	0.0281434	0.0681101	8.29915e-10	3069	768.354	2300.65	NA	25	20.7652	4.23482	NA	NA	0.00848291	5.68466:6.37422:4.81751:4.94918:0.366694:1	0.264323(0.257812:0.236816:0.29834)	-4260.08	NA	NA	NA
Pa_6_5880	bellae-mahoneyi	MA	0.00217957	0.0225685	0.0965756	0.00145324	1248	259.005	988.995	NA	8	5.84467	2.15533	NA	NA	0.00641101	26.6381:26.6381:9.21349:9.21349:0.01:1	0.281077(0.256532:0.207838:0.37886)	-1672.31	NA	NA	NA
Pa_6_5880	pseudoanserina	MA	0.00113699	0.0379274	0.0299782	2.35179e-06	1239	235.747	1003.25	NA	10	8.86858	1.13142	NA	NA	0.00813718	17.1901:19.2109:22.0223:22.1849:0.01:1	0.279889(0.256532:0.206651:0.376485)	-1672.56	NA	NA	NA
Pa_6_5880	pauciseta	MA	1.60319e-05	0.0160319	0.001	0	1254	258.386	995.614	NA	4	3.98465	0.0153537	NA	NA	0.00331609	15.0835:4.56814:14.1733:14.8318:0.01:1	0.28464(0.256532:0.213777:0.38361)	-1655.67	NA	NA	NA
Pa_6_5880	pseudopauciseta	MA	0.00228683	0.0369461	0.0618965	1.23373e-05	1239	238.8	1000.2	NA	11	8.73536	2.26464	NA	NA	0.00896692	19.8226:20.2239:22.8609:23.0206:0.01:1	0.280285(0.25772:0.206651:0.376485)	-1678.12	NA	NA	NA
Pa_6_5880	pseudocomata	MA	0.00112619	0.0236552	0.0476087	0.000327878	1251	248.252	1002.75	NA	7	5.87099	1.12901	NA	NA	0.00559691	27.6033:30:21.3979:21.3979:0.01:1	0.281869(0.255344:0.212589:0.377672)	-1672.57	NA	NA	NA
Pa_6_5880	comata	MA	0.000973928	0.0128503	0.0757905	0	1251	240.867	1010.13	NA	4	3.03526	0.964743	NA	NA	0.00326059	2.66732:3.31992:1.16143:1.16143:0.01:1	0.201108(0.190024:0.152019:0.261283)	-1656.14	NA	NA	NA
Pa_6_6010	bellae-mahoneyi	MA	0.0016083	0.0439854	0.0365643	0	843	218.294	624.706	NA	10	9.05274	0.947264	NA	NA	0.0125818	2.26218:2.332:1.39862:1.39862:0.665413:1	0.289598(0.257092:0.271277:0.340426)	-1181.89	NA	NA	NA
Pa_6_6010	pseudoanserina	MA	0.00323434	0.0381503	0.0847789	4.34568e-05	843	223.99	619.01	NA	10	8.10182	1.89818	NA	NA	0.0125117	3.44409:3.52355:2.07703:2.09772:0.305031:1	0.289007(0.258865:0.271277:0.336879)	-1185.68	NA	NA	NA
Pa_6_6010	pauciseta	MA	0.00163141	0.0182622	0.0893327	0	843	230.808	612.192	NA	5	4.04222	0.957784	NA	NA	0.0061848	5.24676:4.24691:1.9542:1.9542:0.01:1	0.290189(0.257092:0.271277:0.342199)	-1157.84	NA	NA	NA
Pa_6_6010	pseudopauciseta	MA	0.00328101	0.042608	0.0770045	1.33851e-05	843	225.853	617.147	NA	11	9.08778	1.91222	NA	NA	0.0138173	4.00653:3.87028:2.33605:2.3566:0.307809:1	0.288416(0.258865:0.271277:0.335106)	-1190.09	NA	NA	NA
Pa_6_6010	pseudocomata	MA	0.00318993	0.0331324	0.0962783	0.000166957	843	226.905	616.095	NA	9	7.13484	1.86516	NA	NA	0.0112493	2.87918:2.62554:1.46438:1.49244:0.01:1	0.288416(0.257092:0.269504:0.338652)	-1180.18	NA	NA	NA
Pa_6_6010	comata	MA	0.00161949	0.0349258	0.0463694	0	843	214.415	628.585	NA	8	7.04264	0.957359	NA	NA	0.0100909	2.60746:1.9458:1.55672:1.29745:1.7941:1	0.230496(0.198582:0.219858:0.27305)	-1173.82	NA	NA	NA
Pa_6_6860	bellae-mahoneyi	MA	0.00536799	0.037883	0.141699	0.000404498	1032	198.69	833.31	NA	12	7.52687	4.47313	NA	NA	0.0116281	21.6817:23.9087:21.9549:22.101:0.01:1	0.298068(0.281159:0.231884:0.381159)	-1404.41	NA	NA	NA
Pa_6_6860	pseudoanserina	MA	0.0012373	0.046022	0.0268849	2.4507e-06	1032	197.799	834.201	NA	10	8.98162	1.01838	NA	NA	0.00982101	3.10884:3.201:1.79975:1.8102:0.118991:1	0.3(0.281159:0.236232:0.382609)	-1390.77	NA	NA	NA
Pa_6_6860	pauciseta	MA	0.00126554	0.0312011	0.0405608	0.000221964	1032	191.868	840.132	NA	7	5.94428	1.05572	NA	NA	0.00683114	15.3112:18.6707:22.8935:23.4678:0.01:1	0.300966(0.282609:0.236232:0.384058)	-1371.66	NA	NA	NA
Pa_6_6860	pseudopauciseta	MA	0.00140158	0.0395675	0.0354224	1.1946e-05	1032	197.921	834.079	NA	9	7.83101	1.16899	NA	NA	0.00872117	29.4824:30:22.0322:22.0322:0.01:1	0.299034(0.27971:0.236232:0.381159)	-1380.34	NA	NA	NA
Pa_6_6860	pseudocomata	MA	0.00135831	0.0453583	0.0299462	2.20369e-06	1032	195.466	836.534	NA	10	8.86399	1.13601	NA	NA	0.00969212	17.5649:21.1397:20.8364:20.9983:0.01:1	0.299034(0.27971:0.236232:0.381159)	-1389.84	NA	NA	NA
Pa_6_6860	comata	MA	0.00769002	0.0492659	0.156092	0.000136579	1032	195.933	836.067	NA	16	9.60348	6.39652	NA	NA	0.0155835	6.0458:6.37891:5.64124:5.77254:0.01:1	0.228019(0.215942:0.176812:0.291304)	-1423.13	NA	NA	NA
Pa_6_7100	bellae-mahoneyi	MA	0.00268991	0.0664617	0.040473	3.68508e-08	1029	203.449	825.551	NA	15	12.884	2.11595	NA	NA	0.0152986	7.22259:8.06045:8.3586:8.75161:5.23864:1	0.278585(0.271802:0.212209:0.351744)	-1432.43	NA	NA	NA
Pa_6_7100	pseudoanserina	MA	0.00836642	0.0560157	0.149359	2.21522e-05	1029	209.371	819.629	NA	18	11.3586	6.64136	NA	NA	0.0180616	11.8109:14.4952:9.87125:10.0537:1.25747:1	0.275194(0.268895:0.209302:0.347384)	-1452.48	NA	NA	NA
Pa_6_7100	pauciseta	MA	4.38825e-06	0.00438825	0.001	0	1029	228.264	800.736	NA	1	0.996504	0.00349567	NA	NA	0.000976865	30:19.6554:19.6435:19.6435:0.01:1	0.27907(0.270349:0.213663:0.353198)	-1358.23	NA	NA	NA
Pa_6_7100	pseudopauciseta	MA	0.00853512	0.0552672	0.154434	2.29365e-05	1029	210.038	818.962	NA	18	11.2349	6.76514	NA	NA	0.018074	12.6821:13.7532:11.1674:11.3293:1.08995:1	0.275194(0.268895:0.209302:0.347384)	-1452.19	NA	NA	NA
Pa_6_7100	pseudocomata	MA	0.00571241	0.0470095	0.121516	3.68096e-05	1029	204.065	824.935	NA	14	9.38823	4.61177	NA	NA	0.0139022	20.8211:24.5946:20.6377:20.8191:0.01:1	0.277132(0.268895:0.210756:0.351744)	-1429.51	NA	NA	NA
Pa_6_7100	comata	MA	0.00413098	0.0283228	0.145854	0.00270514	1029	202.804	826.196	NA	9	5.64551	3.35449	NA	NA	0.0088989	19.5745:19.5643:24.4128:25.2403:0.01:1	0.261628(0.251453:0.204942:0.328488)	-1406.76	NA	NA	NA
Pa_6_7770	bellae-mahoneyi	MA	0.0131075	0.0408728	0.320691	0.00045821	1941	554.584	1386.42	NA	39	21.6462	17.3538	NA	NA	0.0210407	3.96974:5.67333:1.86147:1.9112:1.37157:1	0.268618(0.271957:0.224191:0.309707)	-2821.52	NA	NA	NA
Pa_6_7770	pseudoanserina	MA	0.0214802	0.0573264	0.3747	0.000147775	1944	533.972	1410.03	NA	59	29.6565	29.3435	NA	NA	0.0313263	1.95875:2.55673:1.25371:1.588:0.739695:1	0.270673(0.266564:0.224961:0.320493)	-2862.77	NA	NA	NA
Pa_6_7770	pauciseta	MA	0.00351863	0.0147558	0.238457	0.00323817	1944	498.994	1445.01	NA	12	7.09835	4.90165	NA	NA	0.00640304	0.552383:1.72668:0.557079:0.528791:1.19455:1	0.2717(0.268875:0.226502:0.319723)	-2689.52	NA	NA	NA
Pa_6_7770	pseudopauciseta	MA	0.0216488	0.0693672	0.312089	1.46726e-06	1944	533.468	1410.53	NA	65	35.6128	29.3872	NA	NA	0.0347435	2.30231:3.25361:1.33632:1.98979:1.14533:1	0.269389(0.265794:0.224961:0.317411)	-2883.55	NA	NA	NA
Pa_6_7770	pseudocomata	MA	0.00852921	0.0207307	0.411428	0.0230225	1944	505.177	1438.82	NA	22	10.1298	11.8702	NA	NA	0.0117	0.824295:2.33812:0.6208:0.52718:1.32948:1	0.271957(0.269646:0.225732:0.320493)	-2748.69	NA	NA	NA
